35.6681648,139.5811022,1208
35.6315869,139.7158532,3576
35.6475605,139.4230889,919
35.7009965,139.7588168,4541
35.7115823,139.5733681,4395
35.6431356,139.6006492,2914
35.6513513,139.7200717,737
35.6276822,139.7286883,4162
35.667962,139.7758918,2026
35.6969135,139.7540589,2169
35.6083607,139.5553452,4438
35.6894203,139.3285205,1165
35.6954897,139.7967977,2725
35.7419998,139.7274619,871
35.7826179,139.6679464,2099
36.0013334,139.3681476,1635
35.682673,139.6380997,4778
35.6937983,139.6972945,3020
35.7154082,139.7359733,2600
35.6290806,139.279866,4293
35.6305141,139.4642808,1843
35.6285026,139.7421707,3265
35.6976272,139.7512952,3391
35.6588164,139.3337125,1657
35.3872053,139.4616909,3411
35.5693993,139.4674518,2529
35.6141153,139.6366501,4831
35.611986,139.3504965,2023
35.6413857,139.405738,480
35.7081815,139.7487339,1213
35.6926382,139.7258554,1757
35.6937078,139.7366046,3331
35.6976304,139.7642638,659
35.7215224,139.4662156,546
35.6804642,139.7111186,1887
35.6425971,139.4197978,585
35.7584892,139.715329,1786
36.6045823,139.8837714,3432
33.0184333,130.4783832,2440
35.6992503,139.7721568,1540
35.7001027,139.7697207,3228
35.6298348,139.4214843,691
35.7329312,139.7192294,1051
35.6644125,139.6842856,3643
42.9921327,141.3188639,4915
43.7848264,142.3060156,2932
35.6379811,139.7344652,803
35.3608421,139.272522,4087
35.4068653,139.3146368,4041
34.9887796,138.5152811,4934
35.1618943,138.7926427,1998
32.8115167,130.7433975,2487
32.8447796,131.0228405,2052
35.6419205,139.7966186,4482
35.6934515,139.7123206,493
35.6319384,139.2890259,3211
36.0354002,140.2157469,3853
35.6122233,139.429348,1925
35.6442418,139.6479422,2186
35.6314761,139.7264134,2884
35.6272164,139.6661856,2302
35.7231041,139.7143636,2690
35.7557703,139.7200981,950
35.6089675,139.3117363,2689
35.6910888,139.7414017,1664
35.699534,139.4899455,3008
35.7442824,139.394449,1802
35.6263035,139.3393495,776
35.5645675,139.7154399,4355
35.6928812,139.67961,2004
35.7011047,139.7549837,2915
35.662487,139.7507797,1571
35.6451127,139.5654277,2176
35.6934311,139.3348975,4303
35.5036371,139.4689958,2710
35.7092442,139.5911611,3924
35.6963848,139.7197363,2370
34.7087755,138.048018,3238
35.6893755,139.4283532,1334
35.687634,139.5339475,4624
35.7179496,139.8568468,2484
35.7562009,139.7241172,4938
35.6153551,139.3348755,4312
35.7480792,139.8061249,2302
35.7966086,140.1078826,3149
35.9822218,139.3650318,1823
35.5987727,139.6512382,3487
35.5620483,139.5743905,3410
35.6137511,139.6511597,1348
35.6146983,139.649632,2120
35.6410616,139.6314271,3692
43.9676726,144.232864,2089
35.4325048,139.3457316,4165
35.7278038,139.718313,4477
36.2860919,139.1940301,3940
35.1747804,136.9005959,3440
35.715332,139.7000015,3366
35.7433995,139.8169218,3635
35.6386105,139.3839456,2301
35.6993989,139.7413985,2532
35.7718183,139.8640822,770
35.9178581,139.9099878,1689
36.0771738,139.6520497,1560
42.5108611,140.3655791,4966
35.5710333,139.7250358,4136
35.6919374,140.0485846,1414
35.723099,139.7314761,1305
35.8972891,139.5236487,4061
35.6594522,139.5842608,3442
35.723538,139.7496667,2211
35.9357607,139.4335737,2722
35.811298,139.6031181,3984
36.2224391,139.6365047,2277
35.6922527,139.7456846,2583
35.6940525,139.7467039,4585
35.8523515,140.0125968,719
35.704771,139.7575501,2162
35.8420729,139.9056159,4797
35.6911609,139.7375103,1131
35.6631502,139.6350841,496
35.6976359,139.7636083,1460
35.7242838,140.0584626,3004
35.7493113,139.691412,535
35.6981609,139.7638499,1265
35.8092826,139.8989064,4025
35.7277138,140.0532046,4256
35.3794704,139.4691543,1067
34.6570335,138.967548,1840
35.3417909,138.56514,2049
35.6918153,140.0514204,444
35.6876049,140.0616585,2552
37.3599476,140.3831526,2724
35.7375372,139.6759137,2349
35.817734,139.4997095,3051
35.7003048,139.7562614,3321
35.6997048,139.7542921,4234
35.6355676,139.6093016,1649
35.1315347,138.915082,1017
35.721508,139.7590689,4419
35.5801287,139.6567754,1503
35.6563834,139.7004677,3933
35.6950305,139.7678037,3702
35.6976104,139.74574,2048
37.9113618,139.0107675,1761
35.7664241,139.5067632,1590
35.7017799,139.5474264,3236
35.7167189,139.7208381,4652
35.6193171,139.5287247,1515
35.6772723,139.5901955,596
35.6531871,139.7193717,2686
35.695478,139.5488403,3960
35.6218002,139.6491624,1187
35.5606446,139.4985341,883
35.6351911,139.3416459,1228
35.7051824,139.7684244,3251
35.6998898,139.762213,1180
35.6613166,139.7301566,1812
35.6851992,139.6943118,2601
35.7126435,139.4882033,587
35.6851992,139.6943118,687
35.7182694,139.7570303,3026
35.855699,139.5024915,3859
35.6956355,139.7406571,778
35.7101337,139.5222282,4247
35.6150525,139.2972678,1899
35.6189494,139.7121734,1517
35.7364346,139.6679728,1750
35.7415118,139.6719334,672
35.8302209,139.3556823,3980
35.7182752,139.5469505,3508
35.6311966,139.7866895,1987
35.7268047,139.4493501,1473
35.7074499,139.5880614,1681
35.6917247,139.6955248,1953
35.6976081,139.7614446,4619
35.6708579,139.6482107,1664
35.6128099,139.5486678,3661
35.6376977,139.7310961,586
35.3872089,139.5463816,4028
35.782186,139.5067044,1873
35.6820318,139.7375404,4469
35.6451853,139.4085403,3169
35.7727001,139.2673142,4145
35.7174228,139.6809588,2467
35.9243173,139.7124652,2336
35.609964,139.3741141,2094
35.6605604,139.6890936,3980
35.7296001,139.7036644,4327
35.8139389,139.5659436,1781
35.6209884,139.723564,2193
36.1080945,139.3644201,3121
35.6879674,139.5361112,4133
35.5750048,139.4736041,4098
35.7090084,139.7188025,3214
35.7060694,139.7068095,3869
35.7053559,139.7175111,4862
35.7855748,139.3994779,4182
35.7049755,139.7213551,3610
35.6825634,139.7745532,3153
36.2177803,139.1770815,1352
33.8901079,130.7085744,4599
35.7270968,139.5628126,4806
35.7086277,139.7143058,4840
