35.7120564,139.7627745,3039
35.7120564,139.7627745,2056
35.159539,139.6128148,4177
35.7185525,139.7464476,4264
36.7512823,139.5854622,2538
35.7120564,139.7627745,2686
35.7120564,139.7627745,2126
35.6754467,139.5376697,4003
35.7964064,137.6233684,2883
35.7120564,139.7627745,4705
35.7831354,139.6060739,4815
35.7120564,139.7627745,4750
35.7120564,139.7627745,4476
35.7120564,139.7627745,1777
35.663491,140.0750497,1165
35.7120564,139.7627745,1433
35.7157922,139.7643271,1867
36.4663503,140.5888501,923
35.7120564,139.7627745,1646
35.7173585,139.7606189,3413
35.7354035,139.54075,1283
43.2445286,142.3853606,899
35.9887054,139.0802202,2283
35.1265475,140.1533284,3625
35.7373365,139.5371975,1039
34.648753,138.8530472,2612
36.2749921,140.3299849,3504
34.6959461,137.5969894,2899
35.2338299,137.1169596,1609
35.6598492,139.6846913,2148
35.7120564,139.7627745,1585
35.6598492,139.6846913,3334
35.9008001,139.9346501,2301
35.7120564,139.7627745,4107
35.7120564,139.7627745,4281
35.6398361,139.7249049,1652
35.7173585,139.7606189,1924
35.7173585,139.7606189,2257
35.6623876,139.6772363,2020
35.6249861,140.1056785,4004
35.9008001,139.9346501,3453
35.9008001,139.9346501,4909
36.4346674,137.2764423,4810
36.1461236,137.2521729,2934
36.1222019,137.6261526,3068
35.7800774,138.4662864,3958
35.9008001,139.9346501,4847
36.4646867,140.5916304,4224
35.9008001,139.9346501,3532
39.355574,141.9336961,1953
35.7120564,139.7627745,1468
35.9008001,139.9346501,4897
35.9008001,139.9346501,596
35.6623876,139.6772363,1118
35.7188022,139.7325956,4979
34.9785213,139.8209031,1827
35.6556498,139.5442039,407
35.7009772,139.7649415,3419
35.7461048,139.904275,4259
35.7010021,139.7613417,1701
35.7010021,139.7613417,757
35.6734103,139.5198742,2025
35.7045378,139.7608416,1123
35.7051446,139.493345,1954
35.7196783,139.7729068,4159
35.8797135,140.1162522,4726
35.4493682,139.6372587,3736
35.7471653,139.8021503,1361
35.6059445,139.6835652,1493
35.5154524,139.4829867,1383
35.6059445,139.6835652,4781
35.5154524,139.4829867,3567
35.5154524,139.4829867,4805
35.5154524,139.4829867,4065
35.6443224,139.7477666,968
35.6269717,139.7476452,4817
35.667268,139.7921517,3168
35.6839828,139.4786608,3209
35.6998543,139.5184485,2781
35.6844273,139.4811856,2759
35.6844273,139.4811856,1259
35.6747001,139.4636402,2384
35.6292896,139.3955145,875
35.5528439,139.2686761,1919
36.555698,139.3730179,2711
36.5398411,139.3498854,544
36.3581591,139.6004954,2590
35.9524213,138.9257648,3200
35.6878379,139.4781384,773
35.6942724,139.4426047,2298
35.72027,139.4753538,4874
35.7197522,139.7373537,3227
35.6069158,139.7489712,1543
35.6165465,139.3771997,4648
35.6612217,139.3657347,4931
35.7500139,139.772097,2776
35.6602603,139.786222,4803
35.6891848,139.6916481,1886
35.7014504,139.7472406,1773
35.6992503,139.7721568,4234
35.6607887,139.7103195,3029
35.5663481,139.402874,1165
35.7056513,139.5333413,2010
35.7167858,139.7348261,3166
35.7150736,139.7819036,1728
35.6886207,139.6819295,839
35.7003325,139.7545616,3347
35.5816765,139.4059594,2557
35.5683395,139.396219,4239
35.6874389,139.7284639,1661
35.6909889,139.7423599,2062
35.6126975,139.4078194,1358
35.8023687,139.356397,3170
35.6987355,139.7556643,2929
35.7207434,139.5157226,3070
35.7200402,139.7089948,2951
35.7075249,139.7117783,1131
35.7216678,139.7083865,3693
35.6837175,139.7684826,3274
35.6455938,139.7254492,3626
40.6242444,141.2379234,3541
42.2560115,140.1369142,1370
35.5384417,139.3949117,4056
37.1565043,138.9546535,745
35.6931779,139.7571977,2870
35.6607228,139.2896137,1035
35.6774804,139.5665032,1424
35.7097033,139.3059801,3688
35.7320594,139.4127144,2981
35.6852379,139.7368619,1534
38.2626298,140.8810994,4786
35.1672123,136.8860898,2500
34.7340232,135.5000788,421
33.5902074,130.3976602,3738
35.649255,139.7428225,4258
35.5527031,139.6508773,557
35.5551749,139.6539936,1820
35.681667,139.7181512,4586
35.3882757,139.4273482,646
35.6588291,139.7516381,1782
35.9078993,139.6953178,1977
35.5468038,139.6712229,2544
38.7269416,139.8222783,3629
34.6938943,135.4894015,1316
35.6799313,139.7636905,1057
35.6085989,139.4360781,1619
35.6905847,139.6954004,880
35.683529,139.3188243,4560
35.655645,139.7116501,4207
35.5744465,139.5605607,2662
35.6865507,139.5308283,879
35.6484524,139.6530861,3098
35.595609,139.4773815,4292
35.6122544,139.4483297,3582
33.5357435,130.5414386,4715
35.6998415,139.6791709,2668
35.6289299,139.6580863,3468
35.6250803,139.6546478,3368
35.6180481,139.6079836,4119
35.6277139,139.4934154,4240
35.7091951,139.6192169,624
35.6135179,139.6614975,2221
35.6497313,139.6973877,734
35.4150358,139.2871318,2334
35.6713956,139.3899321,846
35.660877,139.7954765,815
35.6433726,139.7496943,2987
35.953443,139.6663746,4498
35.7020603,139.7611417,4651
35.7467512,140.2557307,3809
35.6362661,139.9090145,4438
35.1256408,138.9192068,4132
35.682212,139.7376773,3545
35.682212,139.7376773,3065
35.683445,139.7324305,3214
35.6889667,139.7371715,617
35.7206312,139.6948463,2053
35.7287778,139.5833,4400
35.365543,139.2346004,2033
34.7109914,135.5033452,2910
35.6084948,139.7034995,2445
35.5207846,139.5067717,2374
35.6089278,139.693992,3533
35.4741033,138.7770214,3965
35.6443425,139.6759648,4250
35.5530707,139.4704163,2993
35.7391446,139.7454303,4982
35.6936056,139.6623806,2179
